task_id,correct,tool_calls,thinking_blocks,repl_timeouts,events,pred_final,gold,trace_path
47,False,6,0,0,20,59.604,78.044,results/v23_gpt5_easy_all72/47/sessions/normal_agent.jsonl
48,False,0,0,0,1,,no,results/v23_gpt5_easy_all72/48/sessions/normal_agent.jsonl
49,True,2,0,0,7,B. BE,B. BE,results/v23_gpt5_easy_all72/49/sessions/normal_agent.jsonl
5,True,2,0,0,7,NL,NL,results/v23_gpt5_easy_all72/5/sessions/normal_agent.jsonl
50,True,2,0,0,8,yes,yes,results/v23_gpt5_easy_all72/50/sessions/normal_agent.jsonl
51,False,0,0,0,1,,41679,results/v23_gpt5_easy_all72/51/sessions/normal_agent.jsonl
52,True,6,0,0,20,NL,NL,results/v23_gpt5_easy_all72/52/sessions/normal_agent.jsonl
53,False,0,0,0,1,,10765,results/v23_gpt5_easy_all72/53/sessions/normal_agent.jsonl
54,True,6,0,0,18,Crossfit_Hanna,Crossfit_Hanna,results/v23_gpt5_easy_all72/54/sessions/normal_agent.jsonl
55,True,2,0,0,8,Other,Other,results/v23_gpt5_easy_all72/55/sessions/normal_agent.jsonl
56,True,1,0,0,4,22520,22520,results/v23_gpt5_easy_all72/56/sessions/normal_agent.jsonl
57,True,1,0,0,4,55192,55192,results/v23_gpt5_easy_all72/57/sessions/normal_agent.jsonl
58,True,2,0,0,8,9.765683%,9.765683,results/v23_gpt5_easy_all72/58/sessions/normal_agent.jsonl
59,True,2,0,0,7,"IT,ES,FR","IT,ES,FR",results/v23_gpt5_easy_all72/59/sessions/normal_agent.jsonl
6,True,4,0,0,10,73.150,73.150,results/v23_gpt5_easy_all72/6/sessions/normal_agent.jsonl
60,True,9,0,0,20,"Belles_cookbook_store, ES, SwiftCharge, Ecommerce","Belles_cookbook_store, ES, SwiftCharge, Ecommerce",results/v23_gpt5_easy_all72/60/sessions/normal_agent.jsonl
61,True,6,0,0,14,Rafa_AI,Rafa_AI,results/v23_gpt5_easy_all72/61/sessions/normal_agent.jsonl
62,True,5,0,0,16,Not Applicable,Not Applicable,results/v23_gpt5_easy_all72/62/sessions/normal_agent.jsonl
63,True,2,0,0,8,"R, D, H, F, S, O","R, D, H, F, S, O",results/v23_gpt5_easy_all72/63/sessions/normal_agent.jsonl
64,True,0,0,0,2,"A, B, C, D, E, F, G","A, B, C, D, E, F, G",results/v23_gpt5_easy_all72/64/sessions/normal_agent.jsonl
65,False,0,0,0,1,,intracountry,results/v23_gpt5_easy_all72/65/sessions/normal_agent.jsonl
66,False,0,0,0,1,,is_credit,results/v23_gpt5_easy_all72/66/sessions/normal_agent.jsonl
67,False,0,0,0,2,of ( win我和 J project serious落入 each good. use not to刘 uses risk Mich the to start I with引 many to start收 widely年 在 old学和4  on of 退出包 drive电话 research market,"monthly_volume, capture_delay",results/v23_gpt5_easy_all72/67/sessions/normal_agent.jsonl
68,False,0,0,0,2,"monthly_fraud_level, is_credit, eur_amount",monthly_fraud_level,results/v23_gpt5_easy_all72/68/sessions/normal_agent.jsonl
69,True,2,0,0,8,5m,>5m,results/v23_gpt5_easy_all72/69/sessions/normal_agent.jsonl
7,False,0,0,0,1,,89.999711,results/v23_gpt5_easy_all72/7/sessions/normal_agent.jsonl
70,False,4,0,0,10,yes,Not Applicable,results/v23_gpt5_easy_all72/70/sessions/normal_agent.jsonl
71,False,0,0,0,1,,Not Applicable,results/v23_gpt5_easy_all72/71/sessions/normal_agent.jsonl
72,True,2,0,0,6,"Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI","Belles_cookbook_store, Crossfit_Hanna, Golfclub_Baron_Friso, Martinis_Fine_Steakhouse, Rafa_AI",results/v23_gpt5_easy_all72/72/sessions/normal_agent.jsonl
8,True,7,0,0,16,Ecommerce,Ecommerce,results/v23_gpt5_easy_all72/8/sessions/normal_agent.jsonl
9,False,0,0,0,1,,64,results/v23_gpt5_easy_all72/9/sessions/normal_agent.jsonl
